#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2024 10 03 02 00 350 10.8 11.3    MM    MM    MM  MM     MM  11.9    MM    MM   MM   MM    MM
2024 10 03 01 00 350 12.4 13.4    MM    MM    MM  MM     MM  12.1    MM    MM   MM   MM    MM
2024 10 03 00 00 350 12.9 13.9    MM    MM    MM  MM     MM  11.9    MM    MM   MM   MM    MM
2024 10 02 23 00 350 11.8 13.4    MM    MM    MM  MM     MM  11.8    MM    MM   MM   MM    MM
2024 10 02 22 00 350 12.9 14.4    MM    MM    MM  MM     MM  11.7    MM    MM   MM   MM    MM
2024 10 02 21 00 350 11.8 13.4    MM    MM    MM  MM     MM  11.5    MM    MM   MM   MM    MM
2024 10 02 20 00 350 10.3 11.3    MM    MM    MM  MM     MM  11.3    MM    MM   MM   MM    MM
2024 10 02 19 00 350  7.7  8.2    MM    MM    MM  MM     MM  11.1    MM    MM   MM   MM    MM
2024 10 02 18 00 360  5.7  7.2    MM    MM    MM  MM     MM  11.3    MM    MM   MM   MM    MM
2024 10 02 17 00 350  3.6  4.6    MM    MM    MM  MM     MM  11.1    MM    MM   MM   MM    MM
2024 10 02 16 00 350  2.1  2.6    MM    MM    MM  MM     MM  10.4    MM    MM   MM   MM    MM
2024 10 02 15 00  70  1.5  2.1    MM    MM    MM  MM     MM  11.0    MM    MM   MM   MM    MM
2024 10 02 14 00  20  1.0  1.5    MM    MM    MM  MM     MM  11.8    MM    MM   MM   MM    MM
2024 10 02 13 00  20  5.1  6.7    MM    MM    MM  MM     MM  11.9    MM    MM   MM   MM    MM
2024 10 02 12 00 350  8.8  9.3    MM    MM    MM  MM     MM  11.1    MM    MM   MM   MM    MM
2024 10 02 11 00 350  7.2  7.7    MM    MM    MM  MM     MM  11.3    MM    MM   MM   MM    MM
2024 10 02 10 00 350  4.6  5.7    MM    MM    MM  MM     MM  11.4    MM    MM   MM   MM    MM
2024 10 02 09 00 360  5.1  5.7    MM    MM    MM  MM     MM  11.5    MM    MM   MM   MM    MM
2024 10 02 08 00 360 10.3 11.8    MM    MM    MM  MM     MM  11.9    MM    MM   MM   MM    MM
2024 10 02 07 00 350  7.7  9.3    MM    MM    MM  MM     MM  12.1    MM    MM   MM   MM    MM
2024 10 02 06 00 340  5.7  6.7    MM    MM    MM  MM     MM  11.9    MM    MM   MM   MM    MM
2024 10 02 05 00 350  1.0  1.5    MM    MM    MM  MM     MM  11.8    MM    MM   MM   MM    MM
2024 10 02 04 00 340  2.1  2.6    MM    MM    MM  MM     MM  12.2    MM    MM   MM   MM    MM
2024 10 02 03 00 340  2.6  2.6    MM    MM    MM  MM     MM  12.8    MM    MM   MM   MM    MM
2024 10 02 02 00 360  3.1  3.6    MM    MM    MM  MM     MM  13.7    MM    MM   MM   MM    MM
2024 10 02 01 00 340  3.6  4.6    MM    MM    MM  MM     MM  12.8    MM    MM   MM   MM    MM
2024 10 02 00 00 350  3.1  3.6    MM    MM    MM  MM     MM  13.1    MM    MM   MM   MM    MM
2024 10 01 23 00 350  3.1  3.6    MM    MM    MM  MM     MM  13.1    MM    MM   MM   MM    MM
2024 10 01 22 00 350  5.1  6.7    MM    MM    MM  MM     MM  13.7    MM    MM   MM   MM    MM
2024 10 01 21 00 320  4.6  4.6    MM    MM    MM  MM     MM  13.0    MM    MM   MM   MM    MM
2024 10 01 20 00 350  4.1  4.6    MM    MM    MM  MM     MM  12.5    MM    MM   MM   MM    MM
2024 10 01 19 00 300  2.1  2.1    MM    MM    MM  MM     MM  14.9    MM    MM   MM   MM    MM
2024 10 01 18 00 360  1.5  2.1    MM    MM    MM  MM     MM  13.1    MM    MM   MM   MM    MM
2024 10 01 17 00  MM  0.0  0.5    MM    MM    MM  MM     MM  13.9    MM    MM   MM   MM    MM
2024 10 01 16 00  70  1.0  1.5    MM    MM    MM  MM     MM  11.8    MM    MM   MM   MM    MM
2024 10 01 15 00  50  1.0  1.5    MM    MM    MM  MM     MM  12.0    MM    MM   MM   MM    MM
2024 10 01 14 00  50  3.6  4.1    MM    MM    MM  MM     MM  12.1    MM    MM   MM   MM    MM
2024 10 01 13 00  70  3.1  3.6    MM    MM    MM  MM     MM  12.9    MM    MM   MM   MM    MM
2024 10 01 12 00  80  5.1  5.7    MM    MM    MM  MM     MM  13.3    MM    MM   MM   MM    MM
2024 10 01 11 00  80  4.6  5.1    MM    MM    MM  MM     MM  14.1    MM    MM   MM   MM    MM
2024 10 01 10 00  80  4.1  5.1    MM    MM    MM  MM     MM  14.1    MM    MM   MM   MM    MM
2024 10 01 09 00  80  3.6  4.1    MM    MM    MM  MM     MM  13.6    MM    MM   MM   MM    MM
2024 10 01 08 00  20  3.1  4.1    MM    MM    MM  MM     MM  14.6    MM    MM   MM   MM    MM
2024 10 01 07 00 340  2.1  2.6    MM    MM    MM  MM     MM  14.6    MM    MM   MM   MM    MM
2024 10 01 06 00  30  1.5  1.5    MM    MM    MM  MM     MM  13.1    MM    MM   MM   MM    MM
2024 10 01 05 00  30  1.5  1.5    MM    MM    MM  MM     MM  14.0    MM    MM   MM   MM    MM
2024 10 01 04 00  40  1.5  2.1    MM    MM    MM  MM     MM  14.8    MM    MM   MM   MM    MM
2024 10 01 03 00  40  1.0  1.0    MM    MM    MM  MM     MM  12.1    MM    MM   MM   MM    MM
2024 10 01 02 00 350  3.6  4.1    MM    MM    MM  MM     MM  13.0    MM    MM   MM   MM    MM
2024 10 01 01 00 350  4.1  5.1    MM    MM    MM  MM     MM  14.2    MM    MM   MM   MM    MM
2024 10 01 00 00 350  7.7  8.8    MM    MM    MM  MM     MM  14.3    MM    MM   MM   MM    MM
2024 09 30 23 00 340  5.7  6.2    MM    MM    MM  MM     MM  13.2    MM    MM   MM   MM    MM
2024 09 30 22 00 360  8.2  9.3    MM    MM    MM  MM     MM  13.4    MM    MM   MM   MM    MM
2024 09 30 21 00 340  6.2  6.7    MM    MM    MM  MM     MM  12.4    MM    MM   MM   MM    MM
2024 09 30 20 00 340  5.1  5.7    MM    MM    MM  MM     MM  11.9    MM    MM   MM   MM    MM
2024 09 30 19 00 350  4.6  5.7    MM    MM    MM  MM     MM  11.1    MM    MM   MM   MM    MM
2024 09 30 18 00  60  4.6  5.1    MM    MM    MM  MM     MM  15.4    MM    MM   MM   MM    MM
2024 09 30 17 00  60  3.1  3.6    MM    MM    MM  MM     MM  13.3    MM    MM   MM   MM    MM
2024 09 30 16 00  60  2.6  3.1    MM    MM    MM  MM     MM  11.5    MM    MM   MM   MM    MM
2024 09 30 15 00  60  2.1  2.1    MM    MM    MM  MM     MM   9.5    MM    MM   MM   MM    MM
2024 09 30 14 00  80  4.1  4.6    MM    MM    MM  MM     MM   9.8    MM    MM   MM   MM    MM
2024 09 30 13 00  90  4.1  5.1    MM    MM    MM  MM     MM   9.4    MM    MM   MM   MM    MM
2024 09 30 12 00  60  4.1  4.6    MM    MM    MM  MM     MM  10.0    MM    MM   MM   MM    MM
2024 09 30 11 00  60  3.1  3.6    MM    MM    MM  MM     MM  10.2    MM    MM   MM   MM    MM
2024 09 30 10 00  60  2.6  2.6    MM    MM    MM  MM     MM   9.3    MM    MM   MM   MM    MM
2024 09 30 09 00  20  0.5  1.0    MM    MM    MM  MM     MM   9.7    MM    MM   MM   MM    MM
2024 09 30 08 00  70  2.6  2.6    MM    MM    MM  MM     MM  10.1    MM    MM   MM   MM    MM
2024 09 30 07 00  80  3.1  3.6    MM    MM    MM  MM     MM  10.7    MM    MM   MM   MM    MM
2024 09 30 06 00  70  1.5  2.1    MM    MM    MM  MM     MM  10.8    MM    MM   MM   MM    MM
2024 09 30 05 00  40  1.5  1.5    MM    MM    MM  MM     MM  11.0    MM    MM   MM   MM    MM
2024 09 30 04 00  20  2.1  2.1    MM    MM    MM  MM     MM  11.8    MM    MM   MM   MM    MM
2024 09 30 03 00  10  5.7  6.2    MM    MM    MM  MM     MM  12.3    MM    MM   MM   MM    MM
2024 09 30 02 00 360  7.2  8.8    MM    MM    MM  MM     MM  12.3    MM    MM   MM   MM    MM
2024 09 30 01 00 350  7.2  7.7    MM    MM    MM  MM     MM  11.9    MM    MM   MM   MM    MM
2024 09 30 00 00 350  6.7  7.2    MM    MM    MM  MM     MM  12.3    MM    MM   MM   MM    MM
2024 09 29 23 00 360  6.7  7.2    MM    MM    MM  MM     MM  12.6    MM    MM   MM   MM    MM
2024 09 29 22 00 350  6.2  6.7    MM    MM    MM  MM     MM  12.5    MM    MM   MM   MM    MM
2024 09 29 21 00 340  5.1  5.7    MM    MM    MM  MM     MM  11.5    MM    MM   MM   MM    MM
2024 09 29 20 00 340  3.1  3.6    MM    MM    MM  MM     MM  11.1    MM    MM   MM   MM    MM
2024 09 29 19 00 330  2.6  2.6    MM    MM    MM  MM     MM  10.8    MM    MM   MM   MM    MM
2024 09 29 18 00 330  2.1  2.1    MM    MM    MM  MM     MM  10.4    MM    MM   MM   MM    MM
2024 09 29 17 00  90  2.6  3.6    MM    MM    MM  MM     MM  11.5    MM    MM   MM   MM    MM
2024 09 29 16 00  60  2.6  3.6    MM    MM    MM  MM     MM   9.0    MM    MM   MM   MM    MM
2024 09 29 15 00  80  3.1  4.1    MM    MM    MM  MM     MM   7.8    MM    MM   MM   MM    MM
2024 09 29 14 00  70  2.6  2.6    MM    MM    MM  MM     MM   7.5    MM    MM   MM   MM    MM
2024 09 29 13 00  60  2.1  2.6    MM    MM    MM  MM     MM   8.3    MM    MM   MM   MM    MM
2024 09 29 12 00  60  2.1  2.1    MM    MM    MM  MM     MM   8.8    MM    MM   MM   MM    MM
2024 09 29 11 00  MM  0.0  0.5    MM    MM    MM  MM     MM   8.7    MM    MM   MM   MM    MM
2024 09 29 10 00  MM  0.0  0.5    MM    MM    MM  MM     MM   8.2    MM    MM   MM   MM    MM
2024 09 29 09 00  MM  0.0  0.0    MM    MM    MM  MM     MM   9.8    MM    MM   MM   MM    MM
2024 09 29 08 00  MM  0.0  0.0    MM    MM    MM  MM     MM  10.3    MM    MM   MM   MM    MM
2024 09 29 07 00  MM  0.0  0.0    MM    MM    MM  MM     MM  10.4    MM    MM   MM   MM    MM
2024 09 29 06 00 330  1.0  1.0    MM    MM    MM  MM     MM  10.8    MM    MM   MM   MM    MM
2024 09 29 05 00 350  2.6  3.1    MM    MM    MM  MM     MM  11.5    MM    MM   MM   MM    MM
2024 09 29 04 00 360  1.0  1.5    MM    MM    MM  MM     MM  11.5    MM    MM   MM   MM    MM
2024 09 29 03 00 350  1.0  1.5    MM    MM    MM  MM     MM  11.6    MM    MM   MM   MM    MM
2024 09 29 02 00 320  1.0  1.0    MM    MM    MM  MM     MM  11.7    MM    MM   MM   MM    MM
2024 09 29 01 00 310  3.1  3.6    MM    MM    MM  MM     MM  12.3    MM    MM   MM   MM    MM
2024 09 29 00 00 310  2.1  2.6    MM    MM    MM  MM     MM  12.7    MM    MM   MM   MM    MM
2024 09 28 23 00 260  2.1  2.6    MM    MM    MM  MM     MM  13.6    MM    MM   MM   MM    MM
2024 09 28 22 00 280  3.1  3.6    MM    MM    MM  MM     MM  12.9    MM    MM   MM   MM    MM
2024 09 28 21 00 280  2.1  2.6    MM    MM    MM  MM     MM  13.0    MM    MM   MM   MM    MM
2024 09 28 20 00 230  3.1  3.6    MM    MM    MM  MM     MM  12.4    MM    MM   MM   MM    MM
2024 09 28 19 00 230  2.1  2.6    MM    MM    MM  MM     MM  11.4    MM    MM   MM   MM    MM
2024 09 28 18 00 210  2.1  2.6    MM    MM    MM  MM     MM  10.9    MM    MM   MM   MM    MM
2024 09 28 17 00 200  0.5  1.0    MM    MM    MM  MM     MM  10.2    MM    MM   MM   MM    MM
2024 09 28 16 00  MM  0.0  0.0    MM    MM    MM  MM     MM   9.2    MM    MM   MM   MM    MM
2024 09 28 15 00  MM  0.0  0.5    MM    MM    MM  MM     MM   9.2    MM    MM   MM   MM    MM
2024 09 28 14 00 110  1.0  1.0    MM    MM    MM  MM     MM   9.2    MM    MM   MM   MM    MM
2024 09 28 13 00  MM  0.0  0.0    MM    MM    MM  MM     MM   9.1    MM    MM   MM   MM    MM
2024 09 28 12 00  MM  0.0  0.0    MM    MM    MM  MM     MM   9.0    MM    MM   MM   MM    MM
2024 09 28 11 00  10  1.5  2.1    MM    MM    MM  MM     MM  10.2    MM    MM   MM   MM    MM
2024 09 28 10 00  50  0.5  1.0    MM    MM    MM  MM     MM   9.9    MM    MM   MM   MM    MM
2024 09 28 09 00 360  1.0  1.0    MM    MM    MM  MM     MM   9.8    MM    MM   MM   MM    MM
2024 09 28 08 00  MM  0.0  0.5    MM    MM    MM  MM     MM  10.7    MM    MM   MM   MM    MM
2024 09 28 07 00 340  1.0  1.0    MM    MM    MM  MM     MM  10.8    MM    MM   MM   MM    MM
2024 09 28 06 00 360  3.1  3.1    MM    MM    MM  MM     MM  11.4    MM    MM   MM   MM    MM
2024 09 28 05 00 350  3.6  4.1    MM    MM    MM  MM     MM  11.7    MM    MM   MM   MM    MM
2024 09 28 04 00 350  4.6  5.1    MM    MM    MM  MM     MM  12.2    MM    MM   MM   MM    MM
2024 09 28 03 00 350  4.1  5.1    MM    MM    MM  MM     MM  12.3    MM    MM   MM   MM    MM
2024 09 28 02 00 350 10.3 11.8    MM    MM    MM  MM     MM  12.8    MM    MM   MM   MM    MM
2024 09 28 01 00 350 10.3 11.3    MM    MM    MM  MM     MM  13.4    MM    MM   MM   MM    MM
2024 09 28 00 00 350 10.8 11.8    MM    MM    MM  MM     MM  13.6    MM    MM   MM   MM    MM
2024 09 27 23 00 350 10.8 11.8    MM    MM    MM  MM     MM  13.4    MM    MM   MM   MM    MM
2024 09 27 22 00 350  9.8 10.8    MM    MM    MM  MM     MM  13.2    MM    MM   MM   MM    MM
2024 09 27 21 00 350  8.8  9.8    MM    MM    MM  MM     MM  12.8    MM    MM   MM   MM    MM
2024 09 27 20 00 350  7.2  8.2    MM    MM    MM  MM     MM  12.4    MM    MM   MM   MM    MM
2024 09 27 19 00 350  6.7  7.7    MM    MM    MM  MM     MM  12.0    MM    MM   MM   MM    MM
2024 09 27 18 00 340  5.7  6.2    MM    MM    MM  MM     MM  12.2    MM    MM   MM   MM    MM
2024 09 27 17 00 350  3.6  4.1    MM    MM    MM  MM     MM  12.1    MM    MM   MM   MM    MM
2024 09 27 16 00  10  2.1  2.6    MM    MM    MM  MM     MM  12.0    MM    MM   MM   MM    MM
2024 09 27 15 00 340  1.0  1.5    MM    MM    MM  MM     MM  12.1    MM    MM   MM   MM    MM
2024 09 27 14 00 360  0.5  1.0    MM    MM    MM  MM     MM  12.1    MM    MM   MM   MM    MM
2024 09 27 13 00 330  1.0  1.5    MM    MM    MM  MM     MM  12.2    MM    MM   MM   MM    MM
2024 09 27 12 00 290  1.0  1.0    MM    MM    MM  MM     MM  12.2    MM    MM   MM   MM    MM
2024 09 27 11 00 180  1.0  1.0    MM    MM    MM  MM     MM  12.8    MM    MM   MM   MM    MM
2024 09 27 10 00  60  0.5  1.0    MM    MM    MM  MM     MM  13.2    MM    MM   MM   MM    MM
2024 09 27 09 00 100  1.0  1.5    MM    MM    MM  MM     MM  13.2    MM    MM   MM   MM    MM
2024 09 27 08 00 140  1.5  3.1    MM    MM    MM  MM     MM  13.5    MM    MM   MM   MM    MM
2024 09 27 07 00 170  1.0  1.5    MM    MM    MM  MM     MM  14.0    MM    MM   MM   MM    MM
2024 09 27 06 00  30  2.1  2.6    MM    MM    MM  MM     MM  14.1    MM    MM   MM   MM    MM
2024 09 27 05 00  90  1.0  1.5    MM    MM    MM  MM     MM  14.7    MM    MM   MM   MM    MM
2024 09 27 04 00 110  2.1  2.6    MM    MM    MM  MM     MM  14.6    MM    MM   MM   MM    MM
2024 09 27 03 00 150  1.5  2.1    MM    MM    MM  MM     MM  13.8    MM    MM   MM   MM    MM
2024 09 27 02 00 180  2.6  3.1    MM    MM    MM  MM     MM  13.1    MM    MM   MM   MM    MM
2024 09 27 01 00 190  4.6  5.7    MM    MM    MM  MM     MM  14.0    MM    MM   MM   MM    MM
2024 09 27 00 00 200  3.6  4.1    MM    MM    MM  MM     MM  14.1    MM    MM   MM   MM    MM
2024 09 26 23 00 190  3.6  4.1    MM    MM    MM  MM     MM  14.0    MM    MM   MM   MM    MM
2024 09 26 22 00 210  2.6  3.1    MM    MM    MM  MM     MM  13.4    MM    MM   MM   MM    MM
2024 09 26 21 00 210  2.1  2.6    MM    MM    MM  MM     MM  13.1    MM    MM   MM   MM    MM
2024 09 26 20 00 220  3.1  3.6    MM    MM    MM  MM     MM  13.0    MM    MM   MM   MM    MM
2024 09 26 19 00 210  2.6  3.1    MM    MM    MM  MM     MM  12.9    MM    MM   MM   MM    MM
2024 09 26 18 00 210  1.5  1.5    MM    MM    MM  MM     MM  12.9    MM    MM   MM   MM    MM
2024 09 26 17 00 110  2.1  2.6    MM    MM    MM  MM     MM  12.5    MM    MM   MM   MM    MM
2024 09 26 16 00  80  3.6  4.6    MM    MM    MM  MM     MM  11.2    MM    MM   MM   MM    MM
2024 09 26 15 00  80  3.6  5.1    MM    MM    MM  MM     MM  10.7    MM    MM   MM   MM    MM
2024 09 26 14 00  80  2.6  4.1    MM    MM    MM  MM     MM  10.9    MM    MM   MM   MM    MM
2024 09 26 13 00  80  3.1  4.1    MM    MM    MM  MM     MM  11.3    MM    MM   MM   MM    MM
2024 09 26 12 00  70  2.6  3.1    MM    MM    MM  MM     MM  11.5    MM    MM   MM   MM    MM
2024 09 26 11 00  MM  0.0  0.5    MM    MM    MM  MM     MM  10.5    MM    MM   MM   MM    MM
2024 09 26 10 00 190  1.5  1.5    MM    MM    MM  MM     MM  10.3    MM    MM   MM   MM    MM
2024 09 26 09 00 190  1.5  1.5    MM    MM    MM  MM     MM  10.3    MM    MM   MM   MM    MM
2024 09 26 08 00 160  1.0  1.0    MM    MM    MM  MM     MM  10.3    MM    MM   MM   MM    MM
2024 09 26 07 00  MM  0.0  0.0    MM    MM    MM  MM     MM  10.8    MM    MM   MM   MM    MM
2024 09 26 06 00  MM  0.0  0.5    MM    MM    MM  MM     MM  10.8    MM    MM   MM   MM    MM
2024 09 26 05 00 200  2.1  2.1    MM    MM    MM  MM     MM  11.3    MM    MM   MM   MM    MM
2024 09 26 04 00 190  2.6  3.1    MM    MM    MM  MM     MM  11.4    MM    MM   MM   MM    MM
2024 09 26 03 00 190  5.1  6.2    MM    MM    MM  MM     MM  12.1    MM    MM   MM   MM    MM
2024 09 26 02 00 190  5.7  6.7    MM    MM    MM  MM     MM  12.1    MM    MM   MM   MM    MM
2024 09 26 01 00 190  6.2  7.2    MM    MM    MM  MM     MM  12.3    MM    MM   MM   MM    MM
2024 09 26 00 00 190  5.7  6.2    MM    MM    MM  MM     MM  12.0    MM    MM   MM   MM    MM
2024 09 25 23 00 190  8.8 10.3    MM    MM    MM  MM     MM  11.9    MM    MM   MM   MM    MM
2024 09 25 22 00 190  7.7  9.8    MM    MM    MM  MM     MM  11.6    MM    MM   MM   MM    MM
2024 09 25 21 00 210  5.7  6.2    MM    MM    MM  MM     MM  11.8    MM    MM   MM   MM    MM
2024 09 25 20 00 190  7.2  9.8    MM    MM    MM  MM     MM  12.5    MM    MM   MM   MM    MM
2024 09 25 19 00 210  4.1  4.6    MM    MM    MM  MM     MM  12.8    MM    MM   MM   MM    MM
2024 09 25 18 00 170  2.1  2.6    MM    MM    MM  MM     MM  12.1    MM    MM   MM   MM    MM
2024 09 25 17 00 190  3.6  4.6    MM    MM    MM  MM     MM  11.8    MM    MM   MM   MM    MM
2024 09 25 16 00 200  4.6  5.7    MM    MM    MM  MM     MM  12.5    MM    MM   MM   MM    MM
2024 09 25 15 00 200  3.6  4.6    MM    MM    MM  MM     MM  11.2    MM    MM   MM   MM    MM
2024 09 25 14 00 160  1.5  2.1    MM    MM    MM  MM     MM  12.5    MM    MM   MM   MM    MM
2024 09 25 13 00  MM  0.0  1.0    MM    MM    MM  MM     MM  12.6    MM    MM   MM   MM    MM
2024 09 25 12 00  90  1.5  2.1    MM    MM    MM  MM     MM  13.2    MM    MM   MM   MM    MM
2024 09 25 11 00 180  3.1  4.1    MM    MM    MM  MM     MM  11.8    MM    MM   MM   MM    MM
2024 09 25 10 00 190  1.5  1.5    MM    MM    MM  MM     MM  11.6    MM    MM   MM   MM    MM
2024 09 25 09 00 190  2.1  2.1    MM    MM    MM  MM     MM  11.5    MM    MM   MM   MM    MM
2024 09 25 08 00 140  0.5  0.5    MM    MM    MM  MM     MM  12.7    MM    MM   MM   MM    MM
2024 09 25 07 00  MM  0.0  0.0    MM    MM    MM  MM     MM  11.7    MM    MM   MM   MM    MM
2024 09 25 06 00 240  2.6  3.1    MM    MM    MM  MM     MM  12.4    MM    MM   MM   MM    MM
2024 09 25 05 00 210  1.5  2.1    MM    MM    MM  MM     MM  11.8    MM    MM   MM   MM    MM
2024 09 25 04 00 190  1.0  1.5    MM    MM    MM  MM     MM  12.1    MM    MM   MM   MM    MM
2024 09 25 03 00 190  2.1  2.6    MM    MM    MM  MM     MM  12.2    MM    MM   MM   MM    MM
2024 09 25 02 00 260  3.1  3.6    MM    MM    MM  MM     MM  12.8    MM    MM   MM   MM    MM
2024 09 25 01 00 270  2.6  3.6    MM    MM    MM  MM     MM  13.1    MM    MM   MM   MM    MM
2024 09 25 00 00 230  2.1  2.6    MM    MM    MM  MM     MM  13.0    MM    MM   MM   MM    MM
2024 09 24 23 00 220  2.6  3.1    MM    MM    MM  MM     MM  12.5    MM    MM   MM   MM    MM
2024 09 24 22 00 250  2.1  2.6    MM    MM    MM  MM     MM  12.4    MM    MM   MM   MM    MM
2024 09 24 21 00 330  4.6  5.1    MM    MM    MM  MM     MM  11.5    MM    MM   MM   MM    MM
2024 09 24 20 00 330  6.2  7.2    MM    MM    MM  MM     MM  11.3    MM    MM   MM   MM    MM
2024 09 24 19 00 340  5.7  6.7    MM    MM    MM  MM     MM  11.2    MM    MM   MM   MM    MM
2024 09 24 18 00 340  7.7  8.2    MM    MM    MM  MM     MM  11.1    MM    MM   MM   MM    MM
2024 09 24 17 00 350  7.7  8.2    MM    MM    MM  MM     MM  10.8    MM    MM   MM   MM    MM
2024 09 24 16 00 360  4.1  4.6    MM    MM    MM  MM     MM  10.7    MM    MM   MM   MM    MM
2024 09 24 15 00 340  4.1  4.6    MM    MM    MM  MM     MM  10.2    MM    MM   MM   MM    MM
2024 09 24 14 00 350  4.6  5.1    MM    MM    MM  MM     MM  10.4    MM    MM   MM   MM    MM
2024 09 24 13 00 350  2.6  3.1    MM    MM    MM  MM     MM  10.5    MM    MM   MM   MM    MM
2024 09 24 12 00 360  4.1  5.1    MM    MM    MM  MM     MM  10.7    MM    MM   MM   MM    MM
2024 09 24 11 00 350  4.1  4.6    MM    MM    MM  MM     MM  10.5    MM    MM   MM   MM    MM
2024 09 24 10 00 340  2.1  2.6    MM    MM    MM  MM     MM  10.8    MM    MM   MM   MM    MM
2024 09 24 09 00 360  3.1  3.6    MM    MM    MM  MM     MM  11.3    MM    MM   MM   MM    MM
2024 09 24 08 00  60  0.5  1.0    MM    MM    MM  MM     MM  11.8    MM    MM   MM   MM    MM
2024 09 24 07 00 350  1.5  2.1    MM    MM    MM  MM     MM  11.5    MM    MM   MM   MM    MM
2024 09 24 06 00 350  6.7  8.2    MM    MM    MM  MM     MM  12.0    MM    MM   MM   MM    MM
2024 09 24 05 00 350  4.6  5.1    MM    MM    MM  MM     MM  12.1    MM    MM   MM   MM    MM
2024 09 24 04 00 350  2.6  3.1    MM    MM    MM  MM     MM  12.0    MM    MM   MM   MM    MM
2024 09 24 03 00 360  4.6  5.1    MM    MM    MM  MM     MM  13.2    MM    MM   MM   MM    MM
2024 09 24 02 00 350  8.8  9.3    MM    MM    MM  MM     MM  13.4    MM    MM   MM   MM    MM
2024 09 24 01 00 350 10.8 11.8    MM    MM    MM  MM     MM  13.7    MM    MM   MM   MM    MM
2024 09 24 00 00 350 10.3 11.8    MM    MM    MM  MM     MM  13.8    MM    MM   MM   MM    MM
2024 09 23 23 00 350  9.8 11.3    MM    MM    MM  MM     MM  13.5    MM    MM   MM   MM    MM
2024 09 23 22 00 350  7.7  8.8    MM    MM    MM  MM     MM  13.3    MM    MM   MM   MM    MM
2024 09 23 21 00 350  8.8 10.3    MM    MM    MM  MM     MM  13.7    MM    MM   MM   MM    MM
2024 09 23 20 00 340  6.2  7.2    MM    MM    MM  MM     MM  13.5    MM    MM   MM   MM    MM
2024 09 23 19 00 330  4.6  5.7    MM    MM    MM  MM     MM  12.9    MM    MM   MM   MM    MM
2024 09 23 18 00 350  4.1  5.1    MM    MM    MM  MM     MM  12.2    MM    MM   MM   MM    MM
2024 09 23 17 00 350  2.6  3.1    MM    MM    MM  MM     MM  12.4    MM    MM   MM   MM    MM
2024 09 23 16 00  10  1.0  1.0    MM    MM    MM  MM     MM  11.7    MM    MM   MM   MM    MM
2024 09 23 15 00  50  1.5  2.1    MM    MM    MM  MM     MM  11.4    MM    MM   MM   MM    MM
2024 09 23 14 00  10  1.5  2.1    MM    MM    MM  MM     MM  10.9    MM    MM   MM   MM    MM
2024 09 23 13 00 100  3.1  3.1    MM    MM    MM  MM     MM  11.1    MM    MM   MM   MM    MM
2024 09 23 12 00 350  1.5  2.1    MM    MM    MM  MM     MM  10.9    MM    MM   MM   MM    MM
2024 09 23 11 00 340  2.1  2.1    MM    MM    MM  MM     MM  10.9    MM    MM   MM   MM    MM
2024 09 23 10 00 360  1.5  1.5    MM    MM    MM  MM     MM  10.8    MM    MM   MM   MM    MM
2024 09 23 09 00  70  1.0  1.0    MM    MM    MM  MM     MM  10.9    MM    MM   MM   MM    MM
2024 09 23 08 00 290  1.0  1.5    MM    MM    MM  MM     MM  11.2    MM    MM   MM   MM    MM
2024 09 23 07 00 350  2.1  2.1    MM    MM    MM  MM     MM  11.8    MM    MM   MM   MM    MM
2024 09 23 06 00  10  2.6  3.1    MM    MM    MM  MM     MM  12.1    MM    MM   MM   MM    MM
2024 09 23 05 00  10  3.1  3.6    MM    MM    MM  MM     MM  12.8    MM    MM   MM   MM    MM
2024 09 23 04 00 350  7.2  8.2    MM    MM    MM  MM     MM  13.4    MM    MM   MM   MM    MM
2024 09 23 03 00 340  4.1  4.6    MM    MM    MM  MM     MM  12.4    MM    MM   MM   MM    MM
2024 09 23 02 00 340  5.7  6.7    MM    MM    MM  MM     MM  12.6    MM    MM   MM   MM    MM
2024 09 23 01 00 340  6.7  7.7    MM    MM    MM  MM     MM  12.5    MM    MM   MM   MM    MM
2024 09 23 00 00 330  8.8  9.8    MM    MM    MM  MM     MM  12.7    MM    MM   MM   MM    MM
2024 09 22 23 00 330  7.2  8.8    MM    MM    MM  MM     MM  12.3    MM    MM   MM   MM    MM
2024 09 22 22 00 340  5.1  5.7    MM    MM    MM  MM     MM  12.1    MM    MM   MM   MM    MM
2024 09 22 21 00 330  6.2  7.2    MM    MM    MM  MM     MM  12.0    MM    MM   MM   MM    MM
2024 09 22 20 00 340  5.7  7.2    MM    MM    MM  MM     MM  12.1    MM    MM   MM   MM    MM
2024 09 22 19 00 340  7.2  8.2    MM    MM    MM  MM     MM  11.8    MM    MM   MM   MM    MM
2024 09 22 18 00 330  4.6  5.1    MM    MM    MM  MM     MM  11.9    MM    MM   MM   MM    MM
2024 09 22 17 00 310  1.5  2.1    MM    MM    MM  MM     MM  11.5    MM    MM   MM   MM    MM
2024 09 22 16 00  MM  0.0  0.5    MM    MM    MM  MM     MM  11.8    MM    MM   MM   MM    MM
